,startdate,pollster,samplesize,population,approve,disapprove
405,5/17/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,52.0,46.0
406,5/17/2021,Morning Consult,2200.0,a,57.0,38.0
407,5/17/2021,HarrisX,1889.0,rv,60.0,40.0
408,5/18/2021,Morning Consult,1994.0,rv,59.0,38.0
409,5/16/2021,Morning Consult,45000.0,a,54.0,39.0
410,5/17/2021,American Research Group,1100.0,a,57.0,37.0
411,5/18/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,52.0,46.0
412,5/20/2021,John Zogby Strategies/EMI Research Solutions,1011.0,lv,59.0,40.0
413,5/19/2021,Harris Poll,973.0,rv,61.5,37.0
414,5/17/2021,Morning Consult,45000.0,a,54.0,39.0
415,5/19/2021,Ipsos,1004.0,a,56.0,39.0
416,5/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,54.0,43.0
417,5/19/2021,Morning Consult,2200.0,a,56.0,38.0
418,5/18/2021,Morning Consult,45000.0,a,54.0,39.0
419,5/18/2021,Quinnipiac University,1316.0,a,49.0,41.0
420,5/20/2021,Global Strategy Group/GBAO (Navigator Research),1204.0,rv,53.0,44.0
421,5/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,54.0,44.0
422,5/21/2021,Léger,1002.0,a,51.0,38.0
423,5/19/2021,Morning Consult,45000.0,a,54.0,38.0
424,5/21/2021,Morning Consult,2200.0,a,54.0,39.0
425,5/20/2021,Morning Consult,45000.0,a,54.0,38.0
426,5/21/2021,Morning Consult,2200.0,a,55.0,40.0
427,5/22/2021,"Cor Services, Inc.",519.0,lv,51.0,42.0
428,5/23/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,55.0,43.0
429,5/22/2021,Fox News,1003.0,rv,54.0,42.0
430,5/21/2021,Morning Consult,45000.0,a,54.0,38.0
431,5/22/2021,YouGov,1500.0,a,52.0,39.0
432,5/22/2021,Morning Consult,45000.0,a,54.0,38.0
433,5/24/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,53.0,45.0
434,5/24/2021,YouGov,1588.0,a,49.0,41.0
435,5/23/2021,Morning Consult,45000.0,a,54.0,38.0
436,5/25/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,55.0,43.0
437,5/24/2021,Morning Consult,45000.0,a,54.0,38.0
438,5/26/2021,Zogby Analytics,868.0,lv,60.0,37.0
439,5/25/2021,Morning Consult,2199.0,a,56.0,37.0
440,5/26/2021,IBD/TIPP,1305.0,a,53.0,32.0
441,5/26/2021,Ipsos,1005.0,a,52.0,44.0
442,5/26/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,53.0,45.0
443,5/25/2021,Morning Consult,45000.0,a,54.0,38.0
444,5/27/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,53.0,45.0
445,5/26/2021,Morning Consult,45000.0,a,53.0,38.0
446,5/27/2021,Morning Consult,45000.0,a,53.0,38.0
447,5/30/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,48.0
448,5/30/2021,HarrisX,1893.0,rv,61.0,39.0
449,5/28/2021,Morning Consult,45000.0,a,53.0,38.0
450,5/29/2021,YouGov,1500.0,a,50.0,40.0
451,5/29/2021,Morning Consult,45000.0,a,53.0,39.0
452,5/31/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,49.0
453,6/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
454,5/30/2021,Morning Consult,45000.0,a,53.0,39.0
455,5/31/2021,Morning Consult,45000.0,a,53.0,39.0
456,6/2/2021,Ipsos,1005.0,a,54.0,42.0
457,6/2/2021,"Cor Services, Inc.",519.0,lv,50.0,42.0
458,6/3/2021,RMG Research,1200.0,rv,55.0,39.0
459,6/2/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,49.0
460,6/1/2021,Morning Consult,45000.0,a,53.0,39.0
461,6/3/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
462,6/2/2021,Morning Consult,45000.0,a,52.0,39.0
463,6/4/2021,Léger,1004.0,a,51.0,38.0
464,6/3/2021,The Bullfinch Group,1200.0,a,54.0,41.0
465,6/3/2021,Morning Consult,45000.0,a,52.0,39.0
466,6/4/2021,Morning Consult,2200.0,a,54.0,40.0
467,6/4/2021,Morning Consult,2200.0,a,51.0,41.0
468,6/4/2021,Morning Consult,1990.0,rv,52.0,43.0
469,6/4/2021,Morning Consult,45000.0,a,52.0,39.0
470,6/6/2021,YouGov,1500.0,a,50.0,40.0
471,6/6/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,48.0
472,6/5/2021,Morning Consult,45000.0,a,53.0,39.0
473,6/7/2021,HarrisX,1885.0,rv,61.0,39.0
474,6/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,52.0,47.0
475,6/5/2021,Georgetown University/Battleground,1000.0,rv,52.0,45.0
476,6/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
477,6/6/2021,Morning Consult,45000.0,a,53.0,39.0
478,6/7/2021,The Winston Group,1000.0,rv,54.0,38.0
479,6/9/2021,Ipsos,1004.0,a,55.0,40.0
480,6/7/2021,Morning Consult,45000.0,a,53.0,39.0
481,6/1/2021,Gallup,1012.0,a,56.0,42.0
482,6/9/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,50.0
483,6/8/2021,Morning Consult,45000.0,a,52.0,39.0
484,6/10/2021,AP-NORC,1125.0,a,55.0,44.0
485,6/11/2021,Morning Consult,1994.0,rv,53.0,44.0
486,6/9/2021,Morning Consult,45000.0,a,53.0,39.0
487,6/10/2021,Global Strategy Group/GBAO (Navigator Research),1001.0,rv,52.0,44.0
488,6/10/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
489,6/9/2021,Monmouth University,810.0,a,48.0,43.0
490,6/10/2021,Morning Consult,45000.0,a,53.0,39.0
491,6/11/2021,Climate Nexus,1525.0,rv,56.0,39.0
492,6/11/2021,Momentive/SurveyMonkey,2309.0,a,53.0,42.0
493,6/4/2021,YouGov,1753.0,rv,51.0,46.7
494,6/13/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,48.0
495,6/11/2021,Ipsos,4420.0,a,55.0,41.0
496,6/13/2021,YouGov,1500.0,a,48.0,43.0
497,6/11/2021,Morning Consult,45000.0,a,53.0,39.0
498,6/12/2021,Morning Consult,45000.0,a,53.0,39.0
499,6/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,48.0
500,6/13/2021,Morning Consult,45000.0,a,53.0,39.0
501,6/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,48.0
502,6/15/2021,Harris Poll,2006.0,rv,59.0,34.0
503,6/14/2021,East Carolina University,1105.0,a,47.9,40.9
504,6/15/2021,Morning Consult,2200.0,a,56.0,38.0
505,6/16/2021,Ipsos,1002.0,a,52.0,42.0
506,6/14/2021,Morning Consult,45000.0,a,53.0,38.0
507,6/16/2021,McLaughlin & Associates,1000.0,lv,55.0,44.0
508,6/15/2021,Morning Consult,45000.0,a,54.0,38.0
509,6/14/2021,GQR Research,2000.0,rv,57.0,43.0
510,6/16/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,52.0,46.0
511,6/18/2021,Léger,1001.0,a,49.0,40.0
512,6/17/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,47.0
513,6/16/2021,Morning Consult,45000.0,a,54.0,39.0
514,6/18/2021,Morning Consult,1995.0,rv,58.0,40.0
515,6/17/2021,American Research Group,1100.0,a,52.0,43.0
516,6/18/2021,Morning Consult,2041.0,rv,54.0,43.0
517,6/18/2021,Echelon Insights,1001.0,rv,55.0,42.0
518,6/17/2021,Morning Consult,45000.0,a,53.0,39.0
519,6/20/2021,YouGov,1500.0,a,50.0,40.0
520,6/19/2021,Fox News,1001.0,rv,56.0,43.0
521,6/18/2021,Morning Consult,45000.0,a,53.0,39.0
522,6/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,52.0,46.0
523,6/19/2021,Morning Consult,45000.0,a,53.0,39.0
524,6/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,47.0
525,6/21/2021,Morning Consult,2082.0,a,58.0,38.0
526,6/22/2021,Morning Consult,2200.0,a,58.0,38.0
527,6/20/2021,Morning Consult,45000.0,a,53.0,39.0
528,6/22/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,47.0
529,6/22/2021,YouGov,1592.0,a,50.0,43.0
530,6/23/2021,Ipsos,1005.0,a,53.0,40.0
531,6/21/2021,Morning Consult,45000.0,a,53.0,39.0
532,6/23/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
533,6/22/2021,Morning Consult,45000.0,a,53.0,39.0
534,6/23/2021,Morning Consult,45000.0,a,53.0,39.0
535,6/22/2021,Marist College,1115.0,a,50.0,43.0
536,6/24/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,54.0,43.0
537,6/24/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
538,6/25/2021,Morning Consult,1989.0,rv,54.0,43.0
539,6/24/2021,Morning Consult,45000.0,a,53.0,39.0
540,6/26/2021,YouGov,1500.0,a,48.0,43.0
541,6/25/2021,Morning Consult,45000.0,a,53.0,39.0
542,6/27/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,50.0
543,6/26/2021,Morning Consult,45000.0,a,52.0,39.0
544,6/27/2021,ABC News/The Washington Post,907.0,a,50.0,42.0
545,6/28/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,49.0
546,6/27/2021,Morning Consult,45000.0,a,52.0,39.0
547,6/29/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,50.0
548,6/29/2021,HarrisX,950.0,rv,60.0,40.0
549,6/28/2021,Morning Consult,45000.0,a,52.0,39.0
550,6/30/2021,IBD/TIPP,1424.0,a,50.0,37.0
551,6/30/2021,Ipsos,1004.0,a,51.0,42.0
552,6/29/2021,Morning Consult,45000.0,a,52.0,39.0
553,6/30/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,50.0
554,6/30/2021,Morning Consult,23596.5,a,54.0,38.5
555,7/2/2021,Léger,1003.0,a,56.0,43.0
556,7/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,50.0
557,7/1/2021,Morning Consult,45000.0,a,53.0,39.0
558,7/3/2021,YouGov,1500.0,a,51.0,40.0
559,7/2/2021,Morning Consult,45000.0,a,53.0,39.0
560,7/5/2021,Zogby Analytics,681.0,lv,60.0,39.0
561,7/3/2021,Morning Consult,45000.0,a,53.0,39.0
562,7/5/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
563,7/4/2021,Morning Consult,45000.0,a,52.0,39.0
564,7/6/2021,Morning Consult,3995.0,rv,53.0,45.0
565,7/7/2021,Ipsos,1004.0,a,52.0,43.0
566,7/5/2021,Morning Consult,45000.0,a,52.0,39.0
567,7/7/2021,"Cor Services, Inc.",518.0,lv,46.0,46.0
568,7/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
569,7/6/2021,Morning Consult,45000.0,a,52.0,39.0
570,7/8/2021,RMG Research,1200.0,rv,51.0,41.0
571,7/8/2021,HarrisX,938.0,rv,59.0,41.0
572,7/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
573,7/7/2021,Morning Consult,45000.0,a,52.0,39.0
574,7/9/2021,Morning Consult,1996.0,rv,52.0,45.0
575,7/9/2021,Morning Consult,4398.0,a,54.0,39.0
576,7/8/2021,Morning Consult,45000.0,a,52.0,39.0
577,7/9/2021,Morning Consult,45000.0,a,52.0,39.0
578,7/10/2021,YouGov,1500.0,a,47.0,43.0
579,7/11/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
580,7/12/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,50.0
581,7/10/2021,Morning Consult,45000.0,a,52.0,39.0
582,7/13/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
583,7/11/2021,Morning Consult,45000.0,a,53.0,39.0
584,7/6/2021,Gallup,1007.0,a,50.0,45.0
585,7/13/2021,YouGov,1715.0,a,50.0,42.0
586,7/14/2021,Ipsos,1005.0,a,53.0,42.0
587,7/12/2021,Morning Consult,45000.0,a,52.0,39.0
588,7/15/2021,Sacred Heart University,1500.0,a,52.1,35.7
589,7/14/2021,YouGov,2238.0,a,58.0,42.0
590,7/13/2021,Morning Consult,30200.5,a,53.5,39.5
591,7/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,48.0
592,7/16/2021,Léger,1001.0,a,54.0,45.0
593,7/14/2021,Morning Consult,45000.0,a,52.0,40.0
594,7/16/2021,Morning Consult,2199.0,a,53.0,41.0
595,7/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,48.0
596,7/15/2021,AP-NORC,1308.0,a,59.0,41.0
597,7/15/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,52.0,44.0
598,7/16/2021,Morning Consult,1997.0,rv,52.0,44.0
599,7/15/2021,Morning Consult,45000.0,a,52.0,40.0
600,7/18/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,48.0
601,7/17/2021,YouGov,1500.0,a,48.0,40.0
602,7/17/2021,American Research Group,1100.0,a,53.0,43.0
603,7/16/2021,Morning Consult,45000.0,a,52.0,40.0
604,7/17/2021,Morning Consult,45000.0,a,52.0,40.0
605,7/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,51.0,48.0
606,7/19/2021,Echelon Insights,1143.0,rv,55.0,43.0
607,7/18/2021,Morning Consult,45000.0,a,52.0,40.0
608,7/16/2021,Marquette Law School,1010.0,a,58.0,42.0
609,7/20/2021,HarrisX,949.0,rv,58.0,42.0
610,7/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,50.0,48.0
611,7/19/2021,Morning Consult,45000.0,a,52.0,40.0
612,7/21/2021,Ipsos,1005.0,a,54.0,40.0
613,7/20/2021,Morning Consult,45000.0,a,52.0,40.0
614,7/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
615,7/20/2021,WPA Intelligence,1000.0,rv,47.0,44.0
616,7/23/2021,Morning Consult,2201.0,a,54.0,40.0
617,7/21/2021,Morning Consult,45000.0,a,52.0,40.0
618,7/22/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,51.0
619,7/21/2021,Monmouth University,804.0,a,48.0,44.0
620,7/22/2021,Morning Consult,45000.0,a,52.0,40.0
621,7/21/2021,Marist College,1132.0,a,49.0,44.0
622,7/23/2021,Morning Consult,2200.0,a,53.0,41.0
623,7/24/2021,YouGov,1500.0,a,46.0,44.0
624,7/23/2021,Morning Consult,45000.0,a,52.0,40.0
625,7/25/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,52.0
626,7/24/2021,CNBC/Hart Research/Public Opinion Strategies,802.0,a,48.0,45.0
627,7/26/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,51.0
628,7/24/2021,Morning Consult,45000.0,a,52.0,40.0
629,7/27/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,51.0
630,7/25/2021,Morning Consult,45000.0,a,51.0,40.0
631,7/28/2021,Morning Consult,2000.0,rv,51.0,47.0
632,7/28/2021,Ipsos,1005.0,a,54.0,42.0
633,7/28/2021,IBD/TIPP,1322.0,a,52.0,34.0
634,7/26/2021,Morning Consult,45000.0,a,51.0,40.0
635,7/28/2021,Harris Poll,1788.0,rv,52.0,43.0
636,7/29/2021,"Cor Services, Inc.",515.0,lv,43.0,51.0
637,7/28/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
638,7/27/2021,Morning Consult,45000.0,a,51.0,40.0
639,7/27/2021,Quinnipiac University,1290.0,a,46.0,43.0
640,7/29/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,51.0
641,7/29/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,51.0,46.0
642,7/29/2021,Morning Consult,2200.0,a,53.0,41.0
643,7/29/2021,Morning Consult,2200.0,a,55.0,39.0
644,7/30/2021,Léger,1001.0,a,53.0,45.0
645,7/28/2021,Morning Consult,45000.0,a,51.0,41.0
646,7/30/2021,Morning Consult,2200.0,a,51.0,43.0
647,7/30/2021,YouGov,1552.0,a,48.0,44.0
648,7/29/2021,McLaughlin & Associates,1000.0,lv,54.0,45.0
649,7/29/2021,Morning Consult,45000.0,a,51.0,40.0
650,7/31/2021,Morning Consult,2200.0,a,53.0,42.0
651,8/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,51.0
652,7/30/2021,Morning Consult,45000.0,a,51.0,40.0
653,7/31/2021,YouGov,1500.0,a,49.0,43.0
654,8/2/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,51.0
655,8/2/2021,Redfield & Wilton Strategies,1500.0,rv,48.0,36.0
656,7/31/2021,Morning Consult,45000.0,a,51.0,40.0
657,8/1/2021,Morning Consult,45000.0,a,51.0,41.0
658,8/3/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,51.0
659,8/4/2021,Ipsos,1004.0,a,50.0,43.0
660,8/4/2021,HarrisX,1103.0,rv,55.0,40.0
661,8/2/2021,Morning Consult,45000.0,a,50.0,41.0
662,8/3/2021,Morning Consult,45000.0,a,51.0,41.0
663,8/4/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,49.0,49.0
664,8/5/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,51.0
665,8/4/2021,Morning Consult,45000.0,a,51.0,41.0
666,8/4/2021,HarrisX,4918.0,rv,54.0,40.0
667,8/7/2021,Morning Consult,1996.0,rv,51.0,46.0
668,8/5/2021,Morning Consult,45000.0,a,51.0,40.0
669,8/6/2021,Morning Consult,2200.0,a,53.0,41.0
670,8/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,48.0,50.0
671,8/7/2021,Fox News,1002.0,rv,53.0,46.0
672,8/7/2021,YouGov,1500.0,a,46.0,43.0
673,8/6/2021,Morning Consult,45000.0,a,51.0,40.0
674,8/8/2021,Trafalgar Group,1073.0,lv,46.5,47.5
675,8/2/2021,Gallup,1006.0,a,49.0,48.0
676,8/9/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,52.0
677,8/7/2021,Morning Consult,45000.0,a,52.0,40.0
678,8/10/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,52.0
679,8/8/2021,Morning Consult,45000.0,a,52.0,40.0
680,8/9/2021,Morning Consult,2200.0,a,56.0,40.0
681,8/11/2021,Ipsos,1002.0,a,51.0,43.0
682,8/9/2021,Morning Consult,45000.0,a,52.0,40.0
683,8/11/2021,Morning Consult,2200.0,a,55.0,41.0
684,8/10/2021,Morning Consult,45000.0,a,52.0,40.0
685,8/12/2021,Morning Consult,15000.0,rv,51.0,45.0
686,8/11/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,53.0
687,8/12/2021,Global Strategy Group/GBAO (Navigator Research),1001.0,rv,50.0,46.0
688,8/12/2021,AP-NORC,1729.0,a,54.0,46.0
689,8/13/2021,Ipsos,1198.0,a,53.0,41.0
690,8/13/2021,Léger,1005.0,a,51.0,47.0
691,8/11/2021,Morning Consult,45000.0,a,52.0,40.0
692,8/12/2021,Morning Consult,2200.0,a,54.0,41.5
693,8/12/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,54.0
694,8/12/2021,Susquehanna Polling & Research Inc.,800.0,lv,49.0,45.0
695,8/13/2021,Morning Consult,2200.0,a,54.0,40.0
696,8/12/2021,Morning Consult,45000.0,a,51.0,41.0
697,8/13/2021,Morning Consult,1999.0,rv,51.0,46.0
698,8/13/2021,Echelon Insights,1016.0,rv,52.0,46.0
699,8/13/2021,Ipsos,4427.0,a,50.0,44.0
700,8/14/2021,NBC News,1000.0,a,49.0,48.0
701,8/13/2021,Morning Consult,45000.0,a,51.0,42.0
702,8/16/2021,John Zogby Strategies/EMI Research Solutions,956.0,a,51.8,42.3
703,8/14/2021,YouGov,1500.0,a,44.0,44.0
704,8/16/2021,Ipsos,947.0,a,46.0,47.0
705,8/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,54.0
706,8/14/2021,Morning Consult,45000.0,a,51.0,42.0
707,8/16/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,53.0
708,8/16/2021,YouGov,1649.0,a,47.0,46.0
709,8/17/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,53.0
710,8/15/2021,Morning Consult,45000.0,a,50.0,42.0
711,8/16/2021,Morning Consult,1999.0,rv,50.0,47.0
712,8/17/2021,SurveyMonkey,1066.0,a,47.0,45.0
713,8/18/2021,YouGov,2142.0,a,50.0,50.0
714,8/16/2021,Morning Consult,45000.0,a,50.0,42.0
715,8/18/2021,Ipsos,1002.0,a,46.0,49.0
716,8/17/2021,American Research Group,1100.0,a,49.0,46.0
717,8/18/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,53.0
718,8/17/2021,Morning Consult,45000.0,a,50.0,43.0
719,8/3/2021,CNN/SSRS,2119.0,a,52.0,48.0
720,8/18/2021,"Cor Services, Inc.",618.0,lv,40.0,50.0
721,8/19/2021,Suffolk University,1000.0,rv,41.2,55.1
722,8/20/2021,RMG Research,1200.0,rv,46.0,46.0
723,8/20/2021,HarrisX,2846.0,rv,49.0,43.0
724,8/18/2021,Morning Consult,45000.0,a,49.0,43.0
725,8/19/2021,Morning Consult,2200.0,a,52.0,43.0
726,8/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
727,8/19/2021,Morning Consult,2201.0,a,51.0,45.0
728,8/19/2021,Morning Consult,45000.0,a,49.0,43.0
729,8/21/2021,Morning Consult,2200.0,a,51.0,44.0
730,8/21/2021,Morning Consult,1996.0,rv,50.0,48.0
731,8/20/2021,Morning Consult,45000.0,a,49.0,43.0
732,8/22/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
733,8/21/2021,YouGov,1500.0,a,46.0,44.0
734,8/21/2021,Morning Consult,2200.0,a,52.0,43.0
735,8/23/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
736,8/21/2021,Morning Consult,45000.0,a,49.0,43.0
737,8/22/2021,Morning Consult,45000.0,a,49.0,44.0
738,8/24/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,53.0
739,8/17/2021,Morning Consult,7988.0,rv,49.0,48.0
740,8/25/2021,Ipsos,1006.0,a,49.0,46.0
741,8/23/2021,Morning Consult,45000.0,a,49.0,44.0
742,8/25/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,54.0
743,8/25/2021,Morning Consult,2200.0,a,53.0,44.0
744,8/24/2021,Morning Consult,45000.0,a,49.0,44.0
745,8/24/2021,Morning Consult,2200.0,a,48.0,45.0
746,8/26/2021,Global Strategy Group/GBAO (Navigator Research),1002.0,rv,47.0,50.0
747,8/26/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,54.0
748,8/27/2021,Morning Consult,15623.0,rv,48.0,49.0
749,8/25/2021,Morning Consult,45000.0,a,48.0,44.0
750,8/27/2021,Léger,1004.0,a,48.0,49.0
751,8/26/2021,Morning Consult,45000.0,a,48.0,45.0
752,8/28/2021,Morning Consult,1997.0,rv,47.0,49.0
753,8/26/2021,Marist College,1241.0,a,43.0,51.0
754,8/28/2021,YouGov,1500.0,a,45.0,44.0
755,8/29/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
756,8/27/2021,Morning Consult,45000.0,a,47.0,45.0
757,8/29/2021,ABC News/The Washington Post,1006.0,a,44.0,51.0
758,8/28/2021,Morning Consult,45000.0,a,47.0,45.0
759,8/30/2021,YouGov,1605.0,a,44.0,49.0
760,8/30/2021,Emerson College,1200.0,rv,45.8,46.9
761,8/30/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
762,8/29/2021,Morning Consult,45000.0,a,47.0,45.0
763,8/30/2021,Change Research,1775.0,rv,46.0,54.0
764,8/30/2021,Morning Consult,2200.0,a,49.0,46.0
765,8/31/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,54.0
766,9/1/2021,Ipsos,1005.0,a,46.0,48.0
767,9/1/2021,IBD/TIPP,1305.0,a,44.0,43.0
768,8/30/2021,Morning Consult,45000.0,a,47.0,45.0
769,9/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,52.0
770,8/31/2021,Morning Consult,45000.0,a,46.0,45.0
771,9/2/2021,Morning Consult,2200.0,a,48.0,46.0
772,9/2/2021,Morning Consult,2200.0,a,50.0,44.0
773,9/2/2021,RMG Research,1200.0,rv,42.0,52.0
774,9/1/2021,Morning Consult,45000.0,a,46.0,45.0
775,9/2/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,47.0,52.0
776,9/2/2021,Morning Consult,45000.0,a,47.0,45.0
777,9/1/2021,Public Opinion Strategies,800.0,rv,48.0,50.0
778,9/4/2021,Redfield & Wilton Strategies,1500.0,rv,46.0,36.0
779,9/4/2021,Morning Consult,17494.0,rv,47.0,49.0
780,9/4/2021,The Winston Group,1000.0,rv,46.0,44.0
781,9/4/2021,YouGov,1500.0,a,39.0,50.0
782,9/5/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,53.0
783,9/3/2021,Morning Consult,45000.0,a,47.0,45.0
784,9/4/2021,Morning Consult,45000.0,a,47.0,45.0
785,9/6/2021,Morning Consult,18732.0,rv,47.0,49.0
786,9/6/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,52.0
787,9/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,52.0
788,9/6/2021,YouGov,2011.0,a,50.0,50.0
789,9/7/2021,Echelon Insights,1000.0,a,48.0,46.0
790,9/5/2021,Morning Consult,45000.0,a,47.0,45.0
791,9/8/2021,Ipsos,1005.0,a,47.0,46.0
792,9/8/2021,Trafalgar Group,1086.0,lv,43.5,54.3
793,9/1/2021,Gallup,1005.0,a,43.0,53.0
794,9/6/2021,Morning Consult,45000.0,a,47.0,45.0
795,9/8/2021,HarrisX,1803.0,rv,55.0,45.0
796,9/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,46.0,52.0
797,9/8/2021,Morning Consult,2200.0,a,47.0,48.0
798,9/7/2021,Morning Consult,45000.0,a,47.0,46.0
799,9/9/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,53.0
800,9/10/2021,HarrisX,958.0,rv,47.0,44.0
801,9/9/2021,Global Strategy Group/GBAO (Navigator Research),995.0,rv,49.0,49.0
802,9/9/2021,Monmouth University,802.0,a,46.0,46.0
803,9/8/2021,Morning Consult,45000.0,a,47.0,46.0
804,9/10/2021,RMG Research,1200.0,rv,47.0,48.0
805,9/10/2021,Morning Consult,2200.0,a,48.0,46.5
806,9/10/2021,Morning Consult,4400.0,a,48.0,46.0
807,9/7/2021,Marquette Law School,1411.0,a,48.0,52.0
808,9/9/2021,McLaughlin & Associates,1000.0,lv,47.0,52.0
