username,tweet_id,tweet_url,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
POTUS,1382764865438240772,https://twitter.com/POTUS/status/1382764865438240772,2021-04-15 18:36:49+00:00,"Right now, the United States ranks 13th in the world in infrastructure — but we have the power to change that. The American Jobs Plan will modernize our roads, fix our bridges, invest in public transportation, and make our infrastructure more resilient to climate change.",7081,425,2108,55532
POTUS,1382698785877409804,https://twitter.com/POTUS/status/1382698785877409804,2021-04-15 14:14:14+00:00,There are a lot of myths out there about the American Jobs Plan — so I asked @SecGranholm to clear a few things up. https://t.co/FangHOgn49,2280,192,994,10664
POTUS,1382675543041138692,https://twitter.com/POTUS/status/1382675543041138692,2021-04-15 12:41:52+00:00,"When we’ve invested in innovation throughout our history, we’ve been rewarded in extraordinary ways.

We have that opportunity once again. https://t.co/NI5JysMQbY",2131,179,1011,14003
POTUS,1382488847318188041,https://twitter.com/POTUS/status/1382488847318188041,2021-04-15 00:20:01+00:00,I am immeasurably grateful for the bravery that members of our Armed Forces have shown through nearly two decades of combat and deployments in Afghanistan. They have never backed down. They have never wavered in their resolve. And they have paid a tremendous price on our behalf. https://t.co/nbUEir0Wil,3702,216,1500,31760
POTUS,1382431439170510853,https://twitter.com/POTUS/status/1382431439170510853,2021-04-14 20:31:54+00:00,"Our diplomacy does not hinge on having U.S. boots in harm’s way. 

We have to change that thinking.",3751,262,1476,32752
POTUS,1382414553305255936,https://twitter.com/POTUS/status/1382414553305255936,2021-04-14 19:24:48+00:00,"I am now the fourth American president to preside over an American troop presence in Afghanistan.

I will not pass this responsibility to a fifth. https://t.co/OpZK1Na5KP",2880,434,1860,22279
POTUS,1382409575668854789,https://twitter.com/POTUS/status/1382409575668854789,2021-04-14 19:05:01+00:00,"We went to Afghanistan because of the horrific attacks on 9/11 that happened 20 years ago.

That cannot explain why we should remain there in 2021.

Rather than return to war with the Taliban, we have to focus on the challenges of the future.",4818,523,1853,48505
POTUS,1382403602065592321,https://twitter.com/POTUS/status/1382403602065592321,2021-04-14 18:41:17+00:00,"It is time to end America’s longest war. 

It is time for American troops to come home from Afghanistan.",12338,1957,6484,132022
POTUS,1382400616576737287,https://twitter.com/POTUS/status/1382400616576737287,2021-04-14 18:29:25+00:00,"This afternoon, I’m announcing the withdrawal of U.S. troops from Afghanistan and providing an update on the path forward. Watch live. https://t.co/SPiLX24VdM",1764,260,711,11040
POTUS,1382379694394376194,https://twitter.com/POTUS/status/1382379694394376194,2021-04-14 17:06:17+00:00,"In less than three months, we’ve more than tripled the number of daily vaccinations.

That’s progress. https://t.co/7AbWiOIypk",3528,367,1586,31471
POTUS,1382144082181558275,https://twitter.com/POTUS/status/1382144082181558275,2021-04-14 01:30:02+00:00,"This afternoon, Vice President Harris and I met with members of the Congressional Black Caucus at the White House. We’re committed to working together to make progress on everything from policing reform and voting rights to economic opportunity and racial equity. https://t.co/TfLeJEgEyh",2574,188,1506,20045
POTUS,1382128972243210242,https://twitter.com/POTUS/status/1382128972243210242,2021-04-14 00:30:00+00:00,"Today, the FDA and CDC recommended a pause in the use of the Johnson &amp; Johnson vaccine. Here’s what you need to know: https://t.co/QVtrEkqO8F",3321,466,1918,15237
POTUS,1382120415456325634,https://twitter.com/POTUS/status/1382120415456325634,2021-04-13 23:56:00+00:00,"Jill and I send our warmest wishes to the South Asian and Southeast Asian communities who are celebrating Vaisakhi, Navratri, Songkran, and the incoming New Year this week. Happy Bengali, Cambodian, Lao, Myanmarese, Nepali, Sinhalese, Tamil, Thai, and Vishu New Year!",6521,779,2022,56945
POTUS,1382097883948851206,https://twitter.com/POTUS/status/1382097883948851206,2021-04-13 22:26:28+00:00,"This can be the moment that America wins the future — but it’s going to take all of us to make it happen.

Let’s do big things, together. https://t.co/gpLrVyli79",2878,352,1328,15464
POTUS,1382074869047820290,https://twitter.com/POTUS/status/1382074869047820290,2021-04-13 20:55:01+00:00,"“When the will defies fear, when duty throws the gauntlet down to fate, when honor scorns to compromise with death — that is heroism.” — R.G. Ingersoll 

Capitol Police Officer William Evans was a hero. https://t.co/Xtius0vq0z",3039,139,1038,27778
POTUS,1382060825289048067,https://twitter.com/POTUS/status/1382060825289048067,2021-04-13 19:59:12+00:00,"Race should never determine health outcomes — and pregnancy and childbirth should be safe for all. But for too many Black women, safety and equity have been denied. This Black Maternal Health Week, our Administration is taking action to change that. https://t.co/9s33KmLSdv",2756,208,1366,17466
POTUS,1381775395905802244,https://twitter.com/POTUS/status/1381775395905802244,2021-04-13 01:05:01+00:00,"We can’t let the divisions of the moment stop us from doing right by our future. That’s why this afternoon, I brought together a bipartisan group of lawmakers to discuss how we can build America’s infrastructure back better with the American Jobs Plan. https://t.co/OT3gSXQcU2",2244,201,1980,18197
POTUS,1381765708653207557,https://twitter.com/POTUS/status/1381765708653207557,2021-04-13 00:26:31+00:00,"As the crescent moon ushers in the month, Jill and I send our warmest greetings and best wishes to Muslim communities in the United States and around the world. Ramadan Kareem.",8871,704,2377,89256
POTUS,1381744189680062465,https://twitter.com/POTUS/status/1381744189680062465,2021-04-12 23:01:01+00:00,"Today I’m thinking about Daunte Wright and his family — and the pain, anger, and trauma that Black America experiences every day. While we await a full investigation, we know what we need to do to move forward: rebuild trust and ensure accountability so no one is above the law.",13502,1461,6295,111522
POTUS,1381636731426979847,https://twitter.com/POTUS/status/1381636731426979847,2021-04-12 15:54:00+00:00,"When I served as Vice President, I asked to be the last person with the President before big decisions were made — and @VP is providing the same counsel to me. She’s the last voice in the room and never fails to speak the truth as we work to build our nation back better. https://t.co/I4EXm204l3",11051,1028,4261,119566
POTUS,1381326182155714564,https://twitter.com/POTUS/status/1381326182155714564,2021-04-11 19:20:00+00:00,It’s time we invest in the future of America once again.,9585,924,5104,103379
POTUS,1381275665710911488,https://twitter.com/POTUS/status/1381275665710911488,2021-04-11 15:59:16+00:00,Our progress on vaccinations is proof that there’s nothing America can’t achieve when we do it together. https://t.co/51fKUzciVJ,5315,471,2334,45947
POTUS,1381026709248602115,https://twitter.com/POTUS/status/1381026709248602115,2021-04-10 23:30:00+00:00,Gun violence in this country is an epidemic — and it’s long past time Congress take action.,15273,1086,7284,143750
POTUS,1380962571361128453,https://twitter.com/POTUS/status/1380962571361128453,2021-04-10 19:15:08+00:00,This isn’t complicated. https://t.co/4Fei10Vjih,5364,730,2867,36158
POTUS,1380889206499721217,https://twitter.com/POTUS/status/1380889206499721217,2021-04-10 14:23:37+00:00,"The American Jobs Plan is a once-in-a-generation opportunity to invest in the future of America. For this episode of our weekly conversation, I invited members of my Jobs Cabinet to break down their favorite parts. https://t.co/Kyn0lEmVW1",4197,369,1704,20940
POTUS,1380666838292566017,https://twitter.com/POTUS/status/1380666838292566017,2021-04-09 23:40:00+00:00,"A new study put out just last week found that at least 55 of our largest corporations used various loopholes to pay $0 in federal income taxes in 2020.

It’s not fair to the rest of the American taxpayers — and we’re going to put an end to it.",17574,1299,4299,125075
POTUS,1380641708782850048,https://twitter.com/POTUS/status/1380641708782850048,2021-04-09 22:00:09+00:00,High-speed internet is essential infrastructure in the 21st century. https://t.co/1vAeHdAUQ2,4930,825,2059,35012
POTUS,1380611589171216389,https://twitter.com/POTUS/status/1380611589171216389,2021-04-09 20:00:28+00:00,I’m excited to share my official portrait — and honored to serve as your president every day. https://t.co/JIe5mDJK5a,10701,2635,7583,182123
POTUS,1380571945574535173,https://twitter.com/POTUS/status/1380571945574535173,2021-04-09 17:22:56+00:00,"Universal background checks are supported by the vast majority of Americans — and the majority of gun owners.

So let’s be clear, this is not a partisan issue. It’s an American issue.",10677,535,3491,83691
POTUS,1380544282029883394,https://twitter.com/POTUS/status/1380544282029883394,2021-04-09 15:33:00+00:00,"Prince Philip’s legacy will live on not only through his family, but in all the charitable endeavors he shaped. Jill and I are keeping the Queen and Prince Philip’s children, grandchildren, great-grandchildren, and the people of the United Kingdom in our hearts during this time.",8109,700,1742,99958
POTUS,1380319248506044416,https://twitter.com/POTUS/status/1380319248506044416,2021-04-09 00:38:48+00:00,"I know that the conversation about guns in this country can be a difficult one. But even here, there’s much more common ground than some would have us believe. https://t.co/ZtN0Zr0rBf",2188,225,2350,15160
POTUS,1380301939783708672,https://twitter.com/POTUS/status/1380301939783708672,2021-04-08 23:30:01+00:00,"We need to ban assault weapons and high-capacity magazines in this country. 

There’s no reason somebody needs a weapon of war with 100 rounds in a magazine. None.",21772,2275,6813,165095
POTUS,1380291160296587265,https://twitter.com/POTUS/status/1380291160296587265,2021-04-08 22:47:11+00:00,We need more than “thoughts and prayers” from Congress. It’s time to act. https://t.co/BT4VQlyYsD,5497,535,1970,37788
POTUS,1380258362416365577,https://twitter.com/POTUS/status/1380258362416365577,2021-04-08 20:36:52+00:00,"On this Holocaust Remembrance Day, we remember the precious lives we lost and honor those who survived to bear witness. We must all give anti-Semitism and hate no safe harbor and ensure the atrocities of the Holocaust never occur again.",6651,301,1368,47539
POTUS,1380244052239605764,https://twitter.com/POTUS/status/1380244052239605764,2021-04-08 19:40:00+00:00,"The Senate should immediately pass the three House-passed bills to close loopholes in the gun background check system.

That is one of the best tools we have right now to prevent gun violence and save lives.",6277,280,2266,45394
POTUS,1380237838579564546,https://twitter.com/POTUS/status/1380237838579564546,2021-04-08 19:15:18+00:00,"My Administration is taking initial steps to reduce gun violence, including:

- Stopping the proliferation of ghost guns
- Regulating pistols modified with a stabilizing brace
- Helping states adopt red flag laws
- Supporting community violence interventions",5584,681,4911,41056
POTUS,1380187546148339717,https://twitter.com/POTUS/status/1380187546148339717,2021-04-08 15:55:28+00:00,"Today, I’m joining Vice President Harris and Attorney General Garland to announce new actions to reduce gun violence. Tune in. https://t.co/p6dgJRYKwe",3681,561,3794,26124
POTUS,1380177945839419394,https://twitter.com/POTUS/status/1380177945839419394,2021-04-08 15:17:19+00:00,"Whatever partisan divisions there are around other issues — there don’t have to be on infrastructure.

We’re one nation — united and connected. https://t.co/oSdugebDuc",1501,133,1102,9493
POTUS,1379954737366327305,https://twitter.com/POTUS/status/1379954737366327305,2021-04-08 00:30:22+00:00,It’s time we focus on our nation’s caregiving infrastructure — the kind of infrastructure that helps people build a better life and carve out their place in the middle class. https://t.co/B91j2Pj4kQ,2018,232,1620,12167
POTUS,1379943395305664516,https://twitter.com/POTUS/status/1379943395305664516,2021-04-07 23:45:18+00:00,We need to start seeing infrastructure through the eyes of working people. https://t.co/ohYa2PBsOr,1976,149,1028,12422
POTUS,1379932003638861827,https://twitter.com/POTUS/status/1379932003638861827,2021-04-07 23:00:02+00:00,Two hundred years ago trains weren’t “traditional” infrastructure either — until America made the choice to lay the tracks.,9937,840,2671,90769
POTUS,1379921373028564996,https://twitter.com/POTUS/status/1379921373028564996,2021-04-07 22:17:47+00:00,The idea of infrastructure has always evolved to meet the aspirations of the American people — and it’s evolving again today. https://t.co/AgJAdN4HML,1361,141,874,9149
POTUS,1379912737103486979,https://twitter.com/POTUS/status/1379912737103486979,2021-04-07 21:43:28+00:00,"We are America. 

We don’t just fix for today. 

We build for tomorrow.",10788,858,3609,92273
POTUS,1379892894786523139,https://twitter.com/POTUS/status/1379892894786523139,2021-04-07 20:24:37+00:00,"Above all, infrastructure is about meeting the needs of the nation and putting Americans to work to get the job done.",4851,216,1443,39723
POTUS,1379857925875888128,https://twitter.com/POTUS/status/1379857925875888128,2021-04-07 18:05:40+00:00,"This afternoon, I’m delivering remarks on the historic infrastructure investments in the American Jobs Plan. Tune in. https://t.co/oxOiRtLI8C",1565,119,1130,9504
POTUS,1379601287927447552,https://twitter.com/POTUS/status/1379601287927447552,2021-04-07 01:05:53+00:00,"This afternoon, I stopped by a vaccination clinic at the Virginia Theological Seminary. It’s an example of the kind of partnerships we’re seeing around the country — people coming together across different faiths to serve those most in need. It’s America at its best. https://t.co/iiT8r1OVnp",2089,137,1496,18829
POTUS,1379581687131168772,https://twitter.com/POTUS/status/1379581687131168772,2021-04-06 23:48:00+00:00,"According to the latest CDC data, almost 80 percent of pre-K through 12 teachers, school staff, and childcare workers received at least one shot by the end of March. That is great progress in protecting our educators – our essential workers.",5130,447,1468,48275
POTUS,1379569480444080129,https://twitter.com/POTUS/status/1379569480444080129,2021-04-06 22:59:29+00:00,"Despite the progress we’re making as a nation, I want every American to know in no uncertain terms that the fight against COVID-19 isn’t over. https://t.co/gZTkXC7czX",2100,170,1250,13556
POTUS,1379532894859882498,https://twitter.com/POTUS/status/1379532894859882498,2021-04-06 20:34:07+00:00,"By April 19, every adult will be eligible to be vaccinated.",15181,2852,4369,154645
POTUS,1379528431671648257,https://twitter.com/POTUS/status/1379528431671648257,2021-04-06 20:16:23+00:00,"I’m proud to share that yesterday, we crossed 150 million shots in just 75 days of my Administration — on our way to hitting our goal of 200 million shots by my 100th day in office.",10258,1169,5085,102089
POTUS,1379527093952909318,https://twitter.com/POTUS/status/1379527093952909318,2021-04-06 20:11:04+00:00,My Administration is working to get America vaccinated as quickly as possible. Tune in as I provide an update on our progress and the timeline moving forward. https://t.co/bHCeCGPLHr,1419,95,1470,9882
POTUS,1379482785438703618,https://twitter.com/POTUS/status/1379482785438703618,2021-04-06 17:15:00+00:00,It’s time to rebuild America.,9215,1547,4883,95277
POTUS,1379442293774684160,https://twitter.com/POTUS/status/1379442293774684160,2021-04-06 14:34:06+00:00,"Now is not the time to let up in our fight against COVID-19. We have to hold the line while everyone gets vaccinated. Keep wearing a mask, stay socially distanced, and wash your hands.

Let’s fight this to the end.",6188,301,1748,43178
POTUS,1379277683885015042,https://twitter.com/POTUS/status/1379277683885015042,2021-04-06 03:40:00+00:00,"Congrats to the Baylor Bears on their National Championship — and to the Gonzaga Bulldogs on a great season. After an unimaginable year, every team in the tournament proved what’s possible with hard work and determination. You made your schools, communities, and country proud.",4374,350,1143,53925
POTUS,1379194637320126471,https://twitter.com/POTUS/status/1379194637320126471,2021-04-05 22:10:00+00:00,Broadband is infrastructure.,17864,2258,4070,159190
POTUS,1379175265562136582,https://twitter.com/POTUS/status/1379175265562136582,2021-04-05 20:53:01+00:00,"Our Easter celebrations looked different this year, like they did for so many others across the country. But we look forward to next year when the White House will ring with the joy of the season — and God willing, there’ll be an Easter Egg Roll once again. https://t.co/WscouTQZwk",1960,151,1093,19369
POTUS,1379148484415217666,https://twitter.com/POTUS/status/1379148484415217666,2021-04-05 19:06:36+00:00,"Here’s the deal: Wall Street didn’t build this country — the great American middle class did. It’s time we rebuild the middle class and bring everyone along regardless of race, gender, religion, ethnicity, sexual orientation, or disability.",14259,1142,4959,100902
POTUS,1379118640193228805,https://twitter.com/POTUS/status/1379118640193228805,2021-04-05 17:08:01+00:00,"Although this year looks different, the rich history of Easter at the White House carries on. Tune in as I deliver remarks. https://t.co/bLvYAow5yJ",1021,72,732,7644
POTUS,1378890020241694720,https://twitter.com/POTUS/status/1378890020241694720,2021-04-05 01:59:34+00:00,"Congratulations to @StanfordWBB on their NCAA Women's Basketball Championship win, and to @ArizonaWBB on a hard-fought season. 

This year, every college team went through a uniquely challenging season but Coach VanDerveer's team shows how grit and tenacity can prevail.",2819,131,1093,32946
POTUS,1378716622878298113,https://twitter.com/POTUS/status/1378716622878298113,2021-04-04 14:30:32+00:00,"From our family to yours, we wish you health, hope, joy, and peace. Happy Easter, everyone! https://t.co/3NHPrbFCVt",11049,1270,7853,101987
POTUS,1378501570086760450,https://twitter.com/POTUS/status/1378501570086760450,2021-04-04 00:16:00+00:00,"My Administration is working to get America vaccinated as quickly as possible. And this week, we took additional steps to make vaccines more accessible. By April 19, 90% of Americans will live within 5 miles of a place to get a shot.",7294,538,2791,64846
POTUS,1378458328725086214,https://twitter.com/POTUS/status/1378458328725086214,2021-04-03 21:24:10+00:00,"The American Jobs Plan will put hundreds of thousands of people to work building a modern, resilient, and fully clean grid. https://t.co/QzIuRNfsZP",2420,156,1352,15161
POTUS,1378434305962221569,https://twitter.com/POTUS/status/1378434305962221569,2021-04-03 19:48:43+00:00,"I can’t believe I have to say this, but giant corporations shouldn’t pay less in taxes than a teacher or a firefighter. 

We’re going to change that – and ensure corporations finally pay their fair share with the Made in America Tax Plan.",20567,1385,4393,153153
POTUS,1378406335742672898,https://twitter.com/POTUS/status/1378406335742672898,2021-04-03 17:57:34+00:00,"The American Jobs Plan will:
- Modernize 20,000 miles of highways and roads
- Repair 10,000 bridges in need of upgrade
- Build new rail corridors and transit lines
- Reduce bottlenecks at our ports and airports
- Tackle the climate crisis",7765,582,2661,53079
POTUS,1378346805407141892,https://twitter.com/POTUS/status/1378346805407141892,2021-04-03 14:01:01+00:00,"This week, I announced the American Jobs Plan, which will invest in our infrastructure and strengthen America’s competitiveness for decades to come. My team and I answered your questions about the plan. Tune in. https://t.co/1psECeHfSs",3904,339,3029,22146
POTUS,1378128727519997953,https://twitter.com/POTUS/status/1378128727519997953,2021-04-02 23:34:27+00:00,"If we act now, people are going to look back and say, “This was the moment that America won the future.” https://t.co/zxR5BQ0lYz",3356,297,2159,22239
POTUS,1378109389073170435,https://twitter.com/POTUS/status/1378109389073170435,2021-04-02 22:17:37+00:00,The American Jobs Plan is a once-in-a-generation investment in the future of America. https://t.co/HioujkkMv9,4301,250,1524,29884
POTUS,1377792787211505666,https://twitter.com/POTUS/status/1377792787211505666,2021-04-02 01:19:33+00:00,A Cabinet that looks like America. https://t.co/XZNOSTE2GJ,25803,7850,16883,225280
POTUS,1377765217841655816,https://twitter.com/POTUS/status/1377765217841655816,2021-04-01 23:30:00+00:00,"The American Jobs Plan will make sure every single American has access to high quality, affordable, high-speed internet.",4878,421,2064,40208
POTUS,1377727792960393218,https://twitter.com/POTUS/status/1377727792960393218,2021-04-01 21:01:17+00:00,The American Jobs Plan will ensure every American can turn on the faucet or fountain and drink clean water. https://t.co/V1WT3TkISS,3069,386,3375,21484
POTUS,1377699408909860866,https://twitter.com/POTUS/status/1377699408909860866,2021-04-01 19:08:30+00:00,"I am convinced that if we act now with the American Jobs Plan, in fifty years people will look back and say this was the moment America won the future.",9074,840,4670,79542
JoeBiden,1377434193827860480,https://twitter.com/JoeBiden/status/1377434193827860480,2021-04-01 01:34:37+00:00,The American Jobs Plan is the largest American jobs investment since World War II.,9504,856,5687,103046
POTUS,1377428415716950023,https://twitter.com/POTUS/status/1377428415716950023,2021-04-01 01:11:40+00:00,"Two years ago, I began my campaign in Pittsburgh, saying I was running to rebuild the backbone of America.

Today, I returned as president to lay out a vision for how we do that.

We’re going to rebuild the middle class — and this time, we’re going to bring everyone along. https://t.co/hSNbI08mDF",2596,247,2317,19445
JoeBiden,1377414548097880068,https://twitter.com/JoeBiden/status/1377414548097880068,2021-04-01 00:16:34+00:00,"Under the American Jobs Plan, 100% of our nation’s lead pipes and service lines will be replaced—so every child in America can turn on the faucet or fountain and drink clean water. 

We cannot delay another minute.",6778,570,2309,53201
POTUS,1377402906157084681,https://twitter.com/POTUS/status/1377402906157084681,2021-03-31 23:30:18+00:00,Let me be clear: We’re going to ensure corporations finally pay their fair share. https://t.co/k5Kz1NaLdi,3081,372,2075,21649
POTUS,1377389132775743488,https://twitter.com/POTUS/status/1377389132775743488,2021-03-31 22:35:34+00:00,"The American Jobs Plan will create millions of good paying jobs, grow our economy, make us more competitive, promote our national security interests, and put us in a position to win the global competition with China. https://t.co/yaVX6MDB3M",2152,222,1236,12636
JoeBiden,1377385089340829700,https://twitter.com/JoeBiden/status/1377385089340829700,2021-03-31 22:19:30+00:00,"Wall Street didn’t build this country—the great American middle class did. This time, when we rebuild the middle class under the American Jobs Plan, we’re bringing everyone along.",10990,1154,4843,105251
JoeBiden,1377367815120957445,https://twitter.com/JoeBiden/status/1377367815120957445,2021-03-31 21:10:52+00:00,"Delivering for the American people is what the American Rescue Plan was about. It’s what the American Jobs Plan is about.

We can do this.
We have to do this.
We will do this.",2142,206,1445,18634
POTUS,1377367570831921152,https://twitter.com/POTUS/status/1377367570831921152,2021-03-31 21:09:53+00:00,"Historically, infrastructure has been bipartisan. 

There is no reason it can’t be bipartisan again.

The divisions of the moment shouldn’t stop us from doing right by the future.",2814,224,1201,18972
POTUS,1377366973290590211,https://twitter.com/POTUS/status/1377366973290590211,2021-03-31 21:07:31+00:00,"In 2019, an independent analysis found that there were 91 Fortune 500 companies that used various loopholes to pay $0 in federal income taxes on U.S. income. 

That’s just wrong — and we will put an end to it with the Made in America Tax Plan.",6217,351,1314,36103
JoeBiden,1377363181387980800,https://twitter.com/JoeBiden/status/1377363181387980800,2021-03-31 20:52:27+00:00,"The American Jobs Plan is a once-in-a-generation investment in America. It will:
✅Modernize 20,000 miles of highways, roads, and main streets
✅Repair 10,000 bridges desperately in need of upgrades 
✅Replace 100% of our nation’s lead pipes and service lines",3932,475,1721,24816
POTUS,1377362312865017856,https://twitter.com/POTUS/status/1377362312865017856,2021-03-31 20:49:00+00:00,"The American Jobs Plan is a once-in-a-generation investment in America unlike anything we have seen or done since we built the Interstate Highway System and won the Space Race decades ago.

It’s big. It’s bold. And we can get it done.",1878,142,655,11911
POTUS,1377361852385042432,https://twitter.com/POTUS/status/1377361852385042432,2021-03-31 20:47:10+00:00,"Here’s the truth: We all do better when we all do well.

It’s time to build our economy from the bottom up and the middle out — not the top down.",7210,487,1914,56901
JoeBiden,1377361641491300354,https://twitter.com/JoeBiden/status/1377361641491300354,2021-03-31 20:46:20+00:00,"Millions of Americans lost their jobs last year.

Here’s the truth: We all do better when we all do well. It’s time to build our economy from the bottom up—and the middle out—not the top down.",5241,582,2785,45199
POTUS,1377358899746115599,https://twitter.com/POTUS/status/1377358899746115599,2021-03-31 20:35:26+00:00,"This afternoon, I’m in Pittsburgh to discuss the American Jobs Plan. Tune in. https://t.co/LK83Jslm9L",1100,129,538,6407
POTUS,1377338684706488322,https://twitter.com/POTUS/status/1377338684706488322,2021-03-31 19:15:06+00:00,"In the 21st century, in the wealthiest nation in the world, everyone should have access to high speed internet — no matter where they live. We can make that possible. https://t.co/Txaw0n7axh",1436,195,882,9354
POTUS,1377331110099570688,https://twitter.com/POTUS/status/1377331110099570688,2021-03-31 18:45:00+00:00,"I’m on my way to Pennsylvania to discuss my economic vision for the future and how we’re going to build back better for the American people. See you soon, Pittsburgh!",2525,195,1419,28683
POTUS,1377322916451381252,https://twitter.com/POTUS/status/1377322916451381252,2021-03-31 18:12:27+00:00,"Infrastructure isn’t just about roads and bridges — it’s about our global competitiveness. And as we continue to fall back, the rest of the world is closing in. We can’t allow this to continue. We have to invest in America again. https://t.co/wEOcJ3JObf",3328,545,1204,16929
POTUS,1377311230717726727,https://twitter.com/POTUS/status/1377311230717726727,2021-03-31 17:26:01+00:00,"Over the last few months, we’ve seen the rising cost of our aging power grid firsthand. We can modernize it, make it greener, and create millions of jobs — all at the same time. Let’s do this. https://t.co/zpgatQ63vb",1997,201,721,11014
POTUS,1377296082506547202,https://twitter.com/POTUS/status/1377296082506547202,2021-03-31 16:25:49+00:00,"Far too many Americans lack access to affordable public transit — and those who do have access are often met with delays and disruptions. We have the power to change that, modernize public transit, and expand access for people across the country. https://t.co/qVfxAm1QTd",1447,169,700,9100
POTUS,1377255646651908102,https://twitter.com/POTUS/status/1377255646651908102,2021-03-31 13:45:08+00:00,"Transgender rights are human rights — and I’m calling on every American to join me in uplifting the worth and dignity of transgender Americans. Together, we can stamp out discrimination and deliver on our nation’s promise of freedom and equality for all. #TransDayofVisibility",19152,2002,2914,115780
POTUS,1377239825984671744,https://twitter.com/POTUS/status/1377239825984671744,2021-03-31 12:42:17+00:00,"Every single American has a right to clean drinking water. It’s just plain wrong that in the United States of America today, millions of children still receive their water through lead service pipes. It’s long past time we fix that. https://t.co/l6UpUOkErr",2761,250,1010,16270
POTUS,1377059201613238272,https://twitter.com/POTUS/status/1377059201613238272,2021-03-31 00:44:32+00:00,"The Paycheck Protection Program has served as a crucial lifeline for small businesses during this pandemic. Today, I signed the bipartisan PPP Extension Act of 2021 to extend the application deadline and ensure more small businesses can get the support they need. https://t.co/A3KRgmjVmu",2908,200,1472,22149
POTUS,1376990021517983755,https://twitter.com/POTUS/status/1376990021517983755,2021-03-30 20:09:39+00:00,Nominating judges who reflect America is a top priority. That’s why today I announced 11 nominees — the earliest any administration has announced this many judges in modern history. They represent the best of the legal profession and the diversity that makes our nation strong. https://t.co/Zr7ywGpRLe,3565,246,1454,21140
POTUS,1376966204615749645,https://twitter.com/POTUS/status/1376966204615749645,2021-03-30 18:35:00+00:00,There is nothing America can’t do if we put our minds to it. https://t.co/7ngUvEF3RW,2208,292,2039,14767
POTUS,1376931500852187143,https://twitter.com/POTUS/status/1376931500852187143,2021-03-30 16:17:06+00:00,"We can’t be silent in the face of rising violence against Asian Americans. That’s why today I’m taking additional steps to respond–including establishing an initiative at the Department of Justice to address anti-Asian crimes.

These attacks are wrong, un-American, and must stop.",10510,727,4258,68027
POTUS,1376700955295686667,https://twitter.com/POTUS/status/1376700955295686667,2021-03-30 01:01:00+00:00,We have a sacred obligation to care for our nation’s veterans and their families. The American Rescue Plan will help deliver on that obligation by ensuring access to VA health care and providing immediate economic relief.,3207,164,1763,24699
POTUS,1376693154867515402,https://twitter.com/POTUS/status/1376693154867515402,2021-03-30 00:30:00+00:00,"In the next three weeks, we will more than double the number of pharmacies where you can get vaccinated and increase the number of federally-run mass vaccination sites. 

We’re going to make sure that 90% of Americans live within 5 miles of a vaccination site by April 19.",4783,367,1497,34599
POTUS,1376687510894620672,https://twitter.com/POTUS/status/1376687510894620672,2021-03-30 00:07:34+00:00,"This Vietnam War Veterans Day, and every day, we remember the brave members of our armed forces who sacrificed so much in service of our nation. We owe them and their families more than we could ever repay. https://t.co/77TEfX6OF8",2037,145,747,16733
POTUS,1376663734681268228,https://twitter.com/POTUS/status/1376663734681268228,2021-03-29 22:33:06+00:00,"We’ve made enormous progress when it comes to COVID-19, but new variants are spreading quickly. Now is not the time to let up — we have to hold the line while we get the country vaccinated.

Wash your hands.
Stay socially distanced.
Wear a mask.
Get vaccinated when you can.",5051,296,1607,29421
POTUS,1376637789119336454,https://twitter.com/POTUS/status/1376637789119336454,2021-03-29 20:50:00+00:00,"Over the last three days, we have had a record number of shots in arms with nearly 10 million shots recorded.

That would have been inconceivable in January.",5333,456,2457,50798
POTUS,1376610861603774466,https://twitter.com/POTUS/status/1376610861603774466,2021-03-29 19:03:00+00:00,"I’m proud to announce that three weeks from today, 90% of adults will be eligible to get vaccinated — and 90% of Americans will live within 5 miles of a place to get a shot.",19927,3019,8392,213090
POTUS,1376602772116807680,https://twitter.com/POTUS/status/1376602772116807680,2021-03-29 18:30:51+00:00,Vice President Harris and I just wrapped up a COVID-19 briefing. Tune in as I give an update on our response to the virus and the state of vaccinations. https://t.co/eAex72VFDH,1643,128,1710,10854
POTUS,1376304348205047808,https://twitter.com/POTUS/status/1376304348205047808,2021-03-28 22:45:01+00:00,That’s a big deal. https://t.co/4mmFW8f3ps,6640,743,3669,53696
POTUS,1376240170052227075,https://twitter.com/POTUS/status/1376240170052227075,2021-03-28 18:30:00+00:00,I urge Congress to pass the For the People Act and the John Lewis Voting Rights Advancement Act. We need to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.,14724,629,4969,86617
POTUS,1376196131777089546,https://twitter.com/POTUS/status/1376196131777089546,2021-03-28 15:35:00+00:00,"Two weeks ago, I directed all states, tribes, and territories to make all adult Americans eligible for the vaccine no later than May 1 — and we’re already making progress. https://t.co/w6Ly5AVkks",6311,1773,53757,51438
POTUS,1375923985834246154,https://twitter.com/POTUS/status/1375923985834246154,2021-03-27 21:33:36+00:00,"If you have the best ideas, you have nothing to hide. Let the people vote. https://t.co/KpisgmD2xX",14100,782,4306,80762
