,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
3358,JoeBiden,1316513615373987840,10/14/2020,"Vote for America.

https://t.co/eoxT07uII9 https://t.co/sBd51fgmln",61790,12383,61246,223068
3359,JoeBiden,1316506571082522626,10/14/2020,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",16869,1478,11977,81134
3360,JoeBiden,1316493986295504897,10/14/2020,"There's only one way to end this horror: Vote.

https://t.co/eoxT07uII9 https://t.co/3RTLmdyzMa",12607,1410,5657,48415
3361,JoeBiden,1316487694818500608,10/14/2020,Rhode Island and Tennessee — early voting has officially started. Join millions of people across the country and vote early today. https://t.co/eoxT07uII9,2675,181,1840,13194
3362,JoeBiden,1316478131788746756,10/14/2020,Don't throw away your shot to spend Friday night with the original cast of Hamilton. Chip in today to reserve your spot: https://t.co/utKe7y9Jg5 https://t.co/QkyGHlTYsl,2990,181,1419,14988
3363,JoeBiden,1316463787579502596,10/14/2020,"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to his family that I won’t let him become just another hashtag — and I’ll work every day as president to keep that promise.",26138,1381,7531,190154
3364,JoeBiden,1316446172521795584,10/14/2020,"Tonight, our campaign will close our books and send in the names of our grassroots supporters for the final time. 

Chip in to make sure you’re on the list: https://t.co/ff1FGgz3yE",2081,176,2391,9817
3365,JoeBiden,1316438873405190145,10/14/2020,"Virginia — your voter registration deadline has been extended! Head to https://t.co/fnQjqg1By6 to get registered online before 11:59 PM on Thursday, October 15.",4837,185,1280,16761
3366,JoeBiden,1316417230670721024,10/14/2020,"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",21555,1745,12330,159787
3367,JoeBiden,1316402131197452288,10/14/2020,"If President Trump is successful in forcing through his nominee to the U.S. Supreme Court, it will likely repeal the ACA and 100 million Americans with pre-existing conditions will lose their protections.
 
Vote like your health care depends on it. Because it does. https://t.co/XgY2aGRZq2",5746,393,3117,20944
3368,JoeBiden,1316393826789937152,10/14/2020,Kansas –– you can advance vote in many counties starting today. Head to https://t.co/UXWStEl2zn to find all the info you need to cast your ballot in this election.,2945,156,1569,12090
3369,JoeBiden,1316386276572975109,10/14/2020,"Wisconsin — today is your last day to register to vote online or by mail. Apply online by 11:59 PM or make sure your mail application is postmarked by today. 

Don’t let history repeat itself.

Head to https://t.co/YtDgQAoMCh to register now. https://t.co/k9pZKeAW2b",4670,268,1261,15516
3370,JoeBiden,1316369918774968322,10/14/2020,20 days.,24748,3367,15669,265817
3371,JoeBiden,1316189479544279041,10/14/2020,"Thank you, Florida! https://t.co/liQYRmvY7J",16167,3441,14001,148088
3372,JoeBiden,1316178155510652929,10/14/2020,I’ll be a president for all Americans. Not just the ones who vote for me.,37422,3947,20579,390804
3373,JoeBiden,1316163055760232449,10/13/2020,"Folks, it’s hard to believe, but tomorrow night marks our final public fundraising deadline of the campaign.

Can you chip in to help us post our strongest numbers yet? https://t.co/OZNNVP6VM6",2578,183,1711,10006
3374,JoeBiden,1316147956689575936,10/13/2020,"We all know President Trump has a tendency to stray from the truth, so let's set the record straight. https://t.co/hMtEkvECQR",11106,924,2619,33570
3375,JoeBiden,1316137386628313088,10/13/2020,"The election is already underway.

Millions of Americans are voting. 

And they deserve to have their voices heard when it comes to who serves on the U.S. Supreme Court.",13317,608,4344,82461
3376,JoeBiden,1316126788972552192,10/13/2020,"With just three weeks until Election Day, I’m in Miramar, Florida, to encourage folks to make their plan to vote. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan today. https://t.co/5xzlVvl8xe",1934,109,906,9082
3377,JoeBiden,1316110207366250496,10/13/2020,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential leadership in our nation’s history.",23496,1473,7550,131669
3378,JoeBiden,1316090743925030912,10/13/2020,"I’m in Pembroke Pines, Florida, to discuss my plans to protect and strengthen Social Security and ensure every American can retire with dignity. Tune in. https://t.co/Yo5dzpgDyZ",2726,191,1473,12318
3379,JoeBiden,1316072710485676034,10/13/2020,"Folks, we have arrived at the final frontier of this election — and your support is more important than ever. Chip in to join us for a grassroots fundraiser as we boldly go into these last three weeks: https://t.co/ywclqY6n5E https://t.co/wKRyRclgda",2375,178,1115,10279
3380,JoeBiden,1316065663916683264,10/13/2020,Kentucky — in-person early voting begins today across the state. Head to https://t.co/JRj2A8zKYo and make your plan to vote.,3480,215,1258,15758
3381,JoeBiden,1316054842838835200,10/13/2020,"If you live in:

Kansas
Louisiana
Maryland
Minnesota
New Jersey
Oregon
Virginia
Washington D.C.
West Virginia

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB to register before it's too late. https://t.co/KzozufgQH7",8494,360,1367,20377
3382,JoeBiden,1316046538339090433,10/13/2020,"Texas — early voting begins today across the state.

Your voice can change the course of history — use it.

Head to https://t.co/COWdd5hED8 and make a plan to vote early today. https://t.co/j1hphIh2bS",9865,643,1620,36768
3383,JoeBiden,1316038704310480896,10/13/2020,"@KamalaHarris @DouglasEmhoff Happy Birthday, @DouglasEmhoff!",885,22,168,17616
3384,JoeBiden,1316027160075866112,10/13/2020,"Donald Trump has been trying to throw out Obamacare for years.

And now he sees an opportunity to finally get it done, all while ignoring the will of the people.

We can’t let him.",12373,724,4920,77957
3385,JoeBiden,1316009544481345541,10/13/2020,"Three weeks from today, we’re going to make Donald Trump a one-term president.",75995,9447,31288,698042
3386,JoeBiden,1315823316960120833,10/13/2020,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",20754,2484,15633,169740
3387,JoeBiden,1315808217620860930,10/13/2020,We need a president who will unite our country and bring out our best — not one who stokes division and brings out our worst.,22925,2450,14735,180382
3388,JoeBiden,1315798151375187968,10/12/2020,"Folks, we're just a few days away from our final public fundraising deadline, and we need your help to hit our goal.

Every donation — big or small — makes a big difference during these final weeks.

If you're able, please chip in: https://t.co/GQKCKd8oNV",2231,145,1651,8973
3389,JoeBiden,1315791859919122433,10/12/2020,"On National Farmers Day, we honor the hardworking men and women who drive our economy, fuel our rural communities, and nourish our nation. A Biden-Harris administration will work every day to restore the dignity our farmers deserve and help them build back better than before.",4888,270,1703,27032
3390,JoeBiden,1315784310016761857,10/12/2020,"Today marks 22 years since Matthew Shepard passed away after a brutal anti-gay hate crime. Over two decades later, violence against LGBTQ+ Americans is at an all-time high. As president, I'll strengthen our hate crimes laws and make clear that bigotry has no place in America.",23853,1225,3132,147515
3391,JoeBiden,1315768965281447936,10/12/2020,"There's no question: we are neck and neck in Ohio — and with early voting underway and only 22 days until Election Day, there's no time to waste. Join us live from Cincinnati as we get out the vote: https://t.co/oMwv9s2sLE",2929,181,1383,12377
3392,JoeBiden,1315768958742491136,10/12/2020,"Donald Trump is running TV ads taking Dr. Fauci out of context and without his permission.

So, here’s a message from the President in his own words. https://t.co/WCYbIfrQLR",59240,8218,8094,201854
3393,JoeBiden,1315745051515908096,10/12/2020,"The longer Donald Trump is president, the more reckless he gets.",38105,3122,15479,347503
3394,JoeBiden,1315719382182526976,10/12/2020,I know Americans aren’t looking for a handout. They just want a fair chance to get ahead — and I’ll work every day to make sure folks get that chance.,16105,5316,10532,124288
3395,JoeBiden,1315706973661265920,10/12/2020,"I'm in Toledo, Ohio, to discuss my plans to build the economy back better for working families. Tune in. https://t.co/MXlsFdS3Xt",3058,268,1859,14908
3396,JoeBiden,1315691197998923795,10/12/2020,"Georgia — you don’t have to wait until November 3rd to cast your ballot. Early voting begins today.

Head to https://t.co/RIJ1L4B5o9 to find all the info you need.",5156,284,1642,20791
3397,JoeBiden,1315678865268772865,10/12/2020,"On this Indigenous People’s Day, we must both recognize the past that has brought us here, and commit to one another to write a new future of promise, partnership, and equal opportunity for the proud Tribal Nations of our country. https://t.co/7bOkPVCJc3",7275,573,2572,36591
3398,JoeBiden,1315657223004065792,10/12/2020,"Health care is deeply personal to me. And I guarantee you that if I'm elected president, I will protect your family's health care as if it were my own. https://t.co/wmIpmg1EcT",14396,949,4532,72812
3399,JoeBiden,1315449605098799104,10/12/2020,"From Seneca Falls to Selma to Stonewall, we’re at our best when the promise of America is available to all.",11726,611,4484,87710
3400,JoeBiden,1315437021570248704,10/11/2020,"Brayden — you have heart, courage, and maturity beyond your years. You have unlimited potential — and I can't wait to see what your future holds. https://t.co/7t2mHOXNMa",23135,3662,3190,126686
3401,JoeBiden,1315423180257808385,10/11/2020,"This election, you have the power to choose:

Hope over fear.
Truth over lies.
Unity over division.

Vote. https://t.co/eoxT07uII9",10403,1519,10036,57677
3402,JoeBiden,1315404306258903040,10/11/2020,"I helped pull this country out of a recession before — and, as president, I’ll do it again.",46677,6128,30731,448891
3403,JoeBiden,1315389206991122432,10/11/2020,"In January, I said President Trump was the worst possible leader to deal with a public health crisis. And everything we’ve been through in the months since has proven that to be true. https://t.co/twcy3Ql0Xc",10625,619,3101,39860
3404,JoeBiden,1315374108218064896,10/11/2020,"When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",25114,1121,6755,143456
3405,JoeBiden,1315343909346779136,10/11/2020,"Today we join Polish-Americans in celebrating General Pulaski, whose heroism built the American cavalry and saved the life of George Washington. America will always stand with the Polish people against the common threats we face.",6036,469,2086,43394
3406,JoeBiden,1315333841767354368,10/11/2020,"Today, let's all celebrate the one billion girls and young women around the world — and recommit to fight for their education, work, health, rights, and opportunities. A Biden-Harris administration will work to elevate their voices and ensure an equal future. #DayOfTheGirl",12723,547,2507,81918
3407,JoeBiden,1315321762524127240,10/11/2020,"I want every member of the LGBTQ+ community to know you are loved and accepted just as you are — whether you've come out or not. I'll fight every day in the White House to create a country where you can live open, proud, and free — without fear. #NationalComingOutDay",52195,4191,7396,308085
3408,JoeBiden,1315311696022437888,10/11/2020,There is no excuse for President Trump’s reckless behavior. https://t.co/ooUh6pxRDt,23556,1437,4491,80863
3409,JoeBiden,1315079668463284224,10/11/2020,"One in five small businesses have closed.
More than 25 million Americans are on unemployment.
Millions are at risk of losing their homes.

But President Trump doesn’t seem to care. He only cares about how he and his wealthy friends are doing.",16617,1888,13008,86238
3410,JoeBiden,1315064572940877826,10/10/2020,"America has to be about the possibilities of prosperity. 

Not just for the privileged few. But for the many — for all of us.",11239,760,5058,77011
3411,JoeBiden,1315046951440838656,10/10/2020,"The fact is this pandemic has exposed the cracks in our already broken mental health care system.

We can and must do better.

As president, I’ll fight to achieve mental health parity, expand access to care, and wipe out the stigma. #WorldMentalHealthDay",10115,457,2881,61138
3412,JoeBiden,1315033249186414592,10/10/2020,"I’m in Erie, Pennsylvania, to discuss my plans to build back better. Tune in. https://t.co/8NqGra1egn",3122,266,2423,16927
3413,JoeBiden,1315024302278955011,10/10/2020,"We're eight months into this crisis, and this president still has no plan to rebuild our economy.

I do. I'll get America back to work — and build back better.

Here's how: https://t.co/XjiTnHDiUk",5941,646,4937,27844
3414,JoeBiden,1315011720709050368,10/10/2020,"Let’s go vote, America.

https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",26058,4050,13972,195960
3415,JoeBiden,1314985295180259329,10/10/2020,We need a president who understands hardworking Americans — not one who looks down on them.,31026,3481,18718,276276
3416,JoeBiden,1314970950484594689,10/10/2020,"What does building back better mean for you?

- Millions of new, good-paying jobs
- A $15 federal minimum wage
- Stronger benefits and fair workplaces
- An economy that works for everyone—not just the wealthy
- The choice to join a union

That's the future we can build together.",9898,1133,7347,52775
3417,JoeBiden,1314949308194729985,10/10/2020,"If you're sick, struggling, or worried about how you're going to get through the day — know you are not alone.

We're all in this together. And together, we'll emerge stronger than before. https://t.co/ztiKctOcHW",7377,549,1976,29682
3418,JoeBiden,1314942513413672961,10/10/2020,To all my fellow Delawareans — today is your last day to register to vote. Head to https://t.co/CMstw01RMW to get registered today.,3782,130,1095,16001
3419,JoeBiden,1314922380528095232,10/10/2020,"Over 213,000 Americans have died from this virus — and the hard truth is it didn’t have to happen this way. https://t.co/27TL7PAhCi",8284,508,2839,32564
3420,JoeBiden,1314722312105590784,10/10/2020,"You and I can change the course of history.

Vote: https://t.co/eoxT07uII9 https://t.co/r1GFkkUkyt",7700,593,4624,40896
3421,JoeBiden,1314714747762335746,10/09/2020,"40,000 people a day are coming down with the coronavirus. What is the matter with this guy? https://t.co/N71KynIX2k",40313,1759,8200,183808
3422,JoeBiden,1314694629720092672,10/09/2020,John — and farmers across the country — can’t afford four more years of a climate change denier in the White House. https://t.co/Nnv3XPdDlx,9033,437,1863,41485
3423,JoeBiden,1314678357838032897,10/09/2020,Tune in as I deliver remarks from our drive-in event in Las Vegas. https://t.co/wWSWQgfyw6,2572,170,1618,12061
3424,JoeBiden,1314658139715915777,10/09/2020,"It’s estimated that nearly another 200,000 Americans could lose their lives by the end of the year because of this virus.

Enough. No more.

Let’s set the partisanship aside. Let’s end the politics. Let’s follow the science.",16726,730,4488,94708
3425,JoeBiden,1314639768227966977,10/09/2020,"Why did Donald Trump tell Bob Woodward the truth about COVID-19, but not the American people?",42156,2515,12743,281117
3426,JoeBiden,1314620390682091531,10/09/2020,"Folks, if you live in:

Idaho
New York
North Carolina
Oklahoma

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB and get registered before it’s too late. https://t.co/1VCz0wqEdP",9364,316,1462,26709
3427,JoeBiden,1314608059482865667,10/09/2020,"Congratulations to the UN World Food Program. With global hunger on the march, made worse by the pandemic and conflict around the world, we must come together to fight food insecurity. As president, I'll support the WFP and reassert American leadership to address global hunger. https://t.co/mt5uwCG5zT",8404,283,1186,56380
3428,JoeBiden,1314583396970979328,10/09/2020,25 days. Let’s win this thing.,61502,4919,19433,623874
3429,JoeBiden,1314570059017334786,10/09/2020,"What we need in America is leadership that seeks to de-escalate tensions, to open lines of communication, and to bring us together. To heal — and to hope.

As president, that is precisely what I will do.",14205,869,5142,102885
3430,JoeBiden,1314393898333208578,10/09/2020,"When Governor Whitmer worked to protect her state from a deadly pandemic, President Trump issued a call to ""LIBERATE MICHIGAN!""

That call was heard.

He's giving oxygen to the bigotry and hate we see on the march in our country — and we have to stop it.",52740,2840,12512,286955
3431,JoeBiden,1314373765388615682,10/09/2020,"Jill and I are keeping the Gulf Coast in our prayers tonight. If you’re in Hurricane Delta’s path, please heed the advice of local officials, take steps to prepare, and stay safe. https://t.co/GAtLxm1n3S",4332,208,1034,25698
3432,JoeBiden,1314366215914098689,10/09/2020,"Time and time again, President Trump has refused to condemn white supremacy and stoked the flames of hate for political gain.

It’s a pattern — and America deserves better. https://t.co/o1zKKd0bpf",5974,1019,7610,29561
3433,JoeBiden,1314358666045337602,10/09/2020,".@CP3 and @StephenCurry30 know exactly what it means to finish strong down the stretch. We’re in the closing days of this campaign, and it’s time to finish this fight and cast our ballots. 

Don’t miss your shot: Register to vote today at https://t.co/eoxT07d7QB. https://t.co/Xek40JpcUc",4116,270,1246,21460
3434,JoeBiden,1314355143022989314,10/09/2020,"After last night, I just had to write a note about my friend and running mate, @KamalaHarris. https://t.co/FYPXV5dZZG",4182,226,1823,24451
3435,JoeBiden,1314346083087257603,10/08/2020,".@KamalaHarris is right: If you have a pre-existing condition, the Trump Administration is coming for you.

Vote like your health care depends on it — because it does.

https://t.co/eoxT07d7QB https://t.co/Nf4IJZvL7U",5989,335,1917,28574
3436,JoeBiden,1314337526694375426,10/08/2020,"Last night, @KamalaHarris chose truth over lies.

She chose hope and unity over fear and division.

She showed America what true leadership looks like — and I couldn't be prouder.",12770,781,6330,109446
3437,JoeBiden,1314323701777657856,10/08/2020,"Tune in as @KamalaHarris and I kick off our Soul of the Nation bus tour from Phoenix, Arizona. https://t.co/0BukV7xBJq",2098,96,867,10292
3438,JoeBiden,1314320162317897729,10/08/2020,"Every generation that has followed Gettysburg has been faced with a moment when it must answer this question: Will we allow the sacrifices made in that battle, and that war, to be in vain?
 
We cannot, and we must not. It's time to come together. https://t.co/jmVGQRS4zy",3535,150,874,16875
3439,JoeBiden,1314300533071642625,10/08/2020,"Folks, there was only one person on last night’s debate stage who’s fit to serve as Vice President — and her name is @KamalaHarris.",31176,2149,14605,331944
3440,JoeBiden,1314280652322336768,10/08/2020,"I promise you that as president, I will always appeal to the best in us — not the worst. https://t.co/E07GuV4m7G",7520,498,3739,43458
3441,JoeBiden,1314265301006118913,10/08/2020,I’m running as a proud Democrat. But I will govern as an American president. https://t.co/UgNPbQdNZH,8296,420,1961,54817
3442,JoeBiden,1314246678153760771,10/08/2020,"We must seek not to build walls, but bridges.

We must seek not to clench our fists, but to open our arms.

We must seek not to tear each other apart, but to come together.",25615,2053,8272,185103
3443,JoeBiden,1314229062324441089,10/08/2020,Last night @KamalaHarris showed America exactly why she’ll make an incredible Vice President. https://t.co/9BCqSUrl50,14978,1006,4092,96368
3444,JoeBiden,1314034535890378752,10/08/2020,".@KamalaHarris, you made us all proud tonight.",87854,5606,24122,1058448
3445,JoeBiden,1314033841661767680,10/08/2020,https://t.co/TtWm3i4eaq.,93601,19418,12464,433266
3446,JoeBiden,1314031047013732352,10/08/2020,Pitch in $5 to help this campaign fly. https://t.co/CqHAId0j8t https://t.co/NbkPl0a8HV,199086,57021,23331,868112
3447,JoeBiden,1314029053486211073,10/08/2020,"Donald Trump has made hate, division, and dog whistles central to his campaign from the very beginning – and last week he couldn't even condemn white supremacists. It’s a pattern.",20307,562,3787,149630
3448,JoeBiden,1314019962487529477,10/08/2020,"Let me be clear: A Biden-Harris Administration won't increase taxes by a dime on anyone making less than $400,000 a year.",89390,7483,24238,589264
3449,JoeBiden,1314014722405150722,10/08/2020,".@KamalaHarris is showing the American people why I chose her as my running mate. She’s smart, she’s experienced, she’s a proven fighter for the middle class. She’ll be an incredible Vice President.",59030,3904,19808,525945
3450,JoeBiden,1314011006650273792,10/08/2020,"We’re eight months into this pandemic and Donald Trump and Mike Pence still have no plan to deal with COVID-19. He’s still hoping it will just “disappear.”

@KamalaHarris and I have a comprehensive, science-backed plan to defeat this virus.

Take a look: https://t.co/xjxsDn2qCD",3740,195,1097,19444
3451,JoeBiden,1314002569706917888,10/08/2020,".@KamalaHarris is about to take the debate stage –– but before she does, I need your help.

Will you chip in to make sure Kamala knows you’ve got her back as she takes on Vice President Pence? https://t.co/QwFRpbMJVC",1484,92,866,9283
3452,JoeBiden,1314000413893382144,10/08/2020,"Before @KamalaHarris steps on stage, tune in for a pre-debate event with @MindyKaling, @PadmaLakshmi, @DJCassidy, and more. https://t.co/SByDx8O8lu",1082,35,323,5922
3453,JoeBiden,1313990490036068352,10/07/2020,"Go get 'em, @KamalaHarris. https://t.co/L0YHko1WmA",18909,1461,3978,204513
3454,JoeBiden,1313978662295949314,10/07/2020,"We can end this era of division.

We can end the hate and the fear.

We can be what we are at our best: one America. https://t.co/ZaUKw91eLZ",3442,194,1490,18165
3455,JoeBiden,1313966330861809671,10/07/2020,"Taylor — Thanks for your support and for speaking out at this crucial moment in our nation’s history.

Election Day is right around the corner — are you ready for it? 

https://t.co/eoxT07d7QB https://t.co/TLHRYSjbTx",22969,3550,3224,174962
3456,JoeBiden,1313937641805496320,10/07/2020,"Folks, I know a thing or two about vice presidential debates.

In 2008, I squared off against Governor Palin. And in 2012, I called out Congressman Ryan's malarkey.

I know @KamalaHarris will do a great job. Join me and tune in at 9 PM ET to cheer her on.",14322,892,4305,135083
3457,JoeBiden,1313915747479945216,10/07/2020,"These families fled persecution and violence to seek safety in the land of the free.

But instead of providing refuge, the Trump Administration ripped their children away from them.

The cruelty was the point — and it's reprehensible. https://t.co/uU3q2EW6vO",8315,375,1994,32793
3458,JoeBiden,1313911972967059456,10/07/2020,Arizona — in-person early voting starts today. Head to https://t.co/2fKBLSnZP2 to find all the info you need to cast your ballot.,4179,166,914,17117
3459,JoeBiden,1313907946389204992,10/07/2020,"Missouri — today is your last day to register to vote online, in person, or by mail.

Don’t miss your opportunity to help determine the future of this country. Head to https://t.co/lDI7PzhWha and get registered today.",3205,128,709,10860
3460,JoeBiden,1313881773755957248,10/07/2020,"Together, we can set our nation on a new path. One where we finally live up to our highest ideals and everyone gets a fair shot to get ahead.

Let's do this: https://t.co/eoxT07uII9 https://t.co/FgIInBkXBE",3215,218,1528,14124
3461,JoeBiden,1313844025296789505,10/07/2020,"As president, I will:

- Implement nationwide mask mandates
- Ensure access to regular, reliable, and free testing
- Accelerate the development of treatments and vaccines

I won’t waste any time getting this virus under control.",27312,3263,12267,207668
3462,JoeBiden,1313663334286323714,10/07/2020,Please. https://t.co/acHR1Rf8hE,23439,6481,11101,177744
3463,JoeBiden,1313652765319557122,10/07/2020,"I can’t wait for @KamalaHarris to make history at tomorrow night’s debate. Before she takes the stage, don’t miss this event with @MindyKaling, @PadmaLakshmi, @DJCassidy, and more.

RSVP today: https://t.co/wsuSsUPyI5",3752,192,1915,25759
3464,JoeBiden,1313646473393840128,10/07/2020,"Ignore the polls, folks. There’s too much at stake for us to get complacent.

Vote: https://t.co/eoxT07uII9
Donate: https://t.co/AerPVVAHh6
Volunteer: https://t.co/RSMKrK1QZy

Let’s finish these final four weeks strong. https://t.co/Dp0t05dzJZ",25575,1714,3779,117089
3465,JoeBiden,1313641691602202624,10/07/2020,"Think about what it takes for a Black person to love America. 

That is a deep love for this country that, for far too long, we have never recognized. https://t.co/vTEY156VTj",10190,864,2654,50420
3466,JoeBiden,1313633890289045504,10/07/2020,"Look, folks, I'm going to be honest: we'll try pretty much anything to get you to vote this election. My team spun up this quiz to match your personality to an easy voting option. Check it out — but more importantly, vote! https://t.co/TH6ShPiapc",3726,451,2005,18567
3467,JoeBiden,1313620049165336576,10/06/2020,"Four weeks from today, voters will head to the polls to determine the outcome of the most important election of our lifetime.

We don’t have a minute to waste — and we need your help to win. Chip in: https://t.co/nx01UKHIyn",2155,131,1300,10916
3468,JoeBiden,1313616274476285953,10/06/2020,"Climate change is already here, and ignoring science won't make it go away. If we give the Trump Administration another four years, we'll lose irreplaceable time to combat it. https://t.co/cexxSVQLOQ",6253,270,1241,31339
3469,JoeBiden,1313612499263127552,10/06/2020,"Make no mistake: if you are out of work, if your business is closed, if your child’s school is shut down, if you are seeing layoffs in your community, Donald Trump decided today that none of that matters to him.",87877,6214,22535,418080
3470,JoeBiden,1313607969557282816,10/06/2020,The President turned his back on you. https://t.co/oeI8dck2LL,49329,2845,5646,191737
3471,JoeBiden,1313585320353509381,10/06/2020,"I give you my word: If I am elected president, I will marshal the ingenuity and goodwill of this nation to turn division into unity and bring us together.",37289,6487,29520,335470
3472,JoeBiden,1313583306932465664,10/06/2020,"As president, I will embrace:

Hope, not fear.
Peace, not violence.
Generosity, not greed.
Light, not darkness. 

I will be a president who appeals to the best in us. Not the worst.",27473,2487,7015,181285
3473,JoeBiden,1313582803808903168,10/06/2020,"We fought a Civil War that would secure a Union that would seek to fulfill the promise of equality for all.

And by fits and starts, our better angels have prevailed just enough against our worst impulses to make a new and better nation.

Those better angels must prevail again.",6144,259,1092,33714
3474,JoeBiden,1313582048691458048,10/06/2020,"The pandemic is not a red state versus blue state issue. The virus doesn’t care where you live or what political party you belong to.

It infects us all. It will take anyone’s life. It is a virus — not a political weapon.",20304,746,2533,120874
3475,JoeBiden,1313581042066952192,10/06/2020,I do not believe we have to choose between law and order and racial justice in America.,32889,3171,6992,274957
3476,JoeBiden,1313580790530351105,10/06/2020,"As president, I will send a clear, unequivocal message to the entire nation: There is no place for hate in America.

It will be given no license. It will be given no oxygen. It will be given no safe harbor.",14775,755,2056,88306
3477,JoeBiden,1313577195684556800,10/06/2020,We are engaged once again in a battle for the soul of the nation. It’s a battle we’ve been in before and we can win again. Tune in as I deliver remarks from Gettysburg. https://t.co/I9KItf8Fjn,5222,697,1604,19496
3478,JoeBiden,1313544299955417089,10/06/2020,Unity over division.,31810,3413,13507,289846
3479,JoeBiden,1313534485418442755,10/06/2020,"Florida — la decisión de hoy de extender la fecha para inscribirse para votar es una victoria para nuestra democracia. Si no te has registrado, visita https://t.co/SSNUK7cjLs antes de las 7 PM ET e inscríbete.

Esta elección es demasiado importante para no participar.",2333,139,739,9536
3480,JoeBiden,1313531213878091776,10/06/2020,"Florida — today's decision to extend the voter registration deadline is a win for our democracy. If you haven't registered to vote yet, head to https://t.co/uAcduFQlKF before 7 PM ET tonight to do so.

This election is too important to sit out.",6838,269,1033,27083
3481,JoeBiden,1313513094770036736,10/06/2020,"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.

Do your part. Protect your neighbors. Wear a mask.",33862,1470,4201,186734
3482,JoeBiden,1313494229126184968,10/06/2020,"#ImVotingFor Shamar — and every kid in this country — because they deserve the chance to go as far as their God-given potential will take them.

What are you voting for? I want to hear from you @BarackObama, @MichelleObama, and @DrBiden. https://t.co/4iZaKwDzzY",18994,2981,4865,106869
3483,JoeBiden,1313464290280534017,10/06/2020,"There’s no better person to convey what’s at stake in this election than my friend, @MichelleObama. Tune in to hear her closing argument. https://t.co/wc7mywLUHy",7649,415,2092,31639
3484,JoeBiden,1313319274677768193,10/06/2020,"I couldn’t let #WorldTeachersDay go by without celebrating the best teacher I know. Jilly, the way you’ve worked tirelessly and passionately for your students year after year continues to inspire me. https://t.co/rvCJHZLFvm",13811,717,2249,132092
3485,JoeBiden,1313304721092997125,10/06/2020,Wear a mask. https://t.co/TSuLuzAXEB,96489,10956,25285,573443
3486,JoeBiden,1313288363361931265,10/06/2020,"Folks, I just wrapped up my NBC Town Hall where I laid out my plans to build this country back better than before. If you liked what you heard, please chip in to keep tonight's momentum going: https://t.co/2QUVJ3rvkU",4472,431,3949,24651
3487,JoeBiden,1313287105213165569,10/06/2020,The future is yours. I'm counting on you. https://t.co/4vpSkat0ZH,9373,806,2444,51306
3488,JoeBiden,1313286601796194305,10/06/2020,I've taken on the Castros and Putins of the world. I let them know: it stops here. It stops with me. It stops with me as president. https://t.co/p2p1n4ALRY,6326,2444,7628,33173
3489,JoeBiden,1313283330486476801,10/06/2020,Roe v. Wade must remain the law of the land. https://t.co/1Gq6Ncc2IK,9320,1801,3087,52949
3490,JoeBiden,1313280562086379520,10/06/2020,Don't tell me things can't change. https://t.co/S1L2zcKVFr,5770,380,1342,31550
3491,JoeBiden,1313279555365408769,10/06/2020,"As president, I'll do what I've always done in the past: bring people together.

Peaceful protesters, police officers, unions, and civil rights groups — we'll all sit down at the White House. https://t.co/qk4Nh65UIC",4065,331,1290,20984
3492,JoeBiden,1313276284093382658,10/06/2020,"When I decided to run, I had three objectives:

1. Restore the soul of this country.
2. Rebuild the middle class.
3. Reunite the country.

It's the only way we can move forward. https://t.co/Wk3uP0Qcqm",10361,769,2882,52797
3493,JoeBiden,1313275529064316928,10/06/2020,"More than 200,000 Americans have died. 50,000 Americans are getting the virus every day. 1,000 a day are dying. This is a national emergency.

The President should take responsibility. https://t.co/RpEZCjjUhq",7905,504,1262,31720
3494,JoeBiden,1313273767301316610,10/06/2020,Listen to the scientists.,67344,6808,18054,623120
3495,JoeBiden,1313273264010137600,10/06/2020,I would hope that the President having gone through what he went through will communicate the right lesson to the American people: Masks matter. They save lives. https://t.co/Hc8lovKEwB,5074,326,1386,28325
3496,JoeBiden,1313272005701980160,10/06/2020,I view wearing a mask as a patriotic duty — to protect those around you. #BidenTownHall,24433,1041,3519,184712
3497,JoeBiden,1313269992360681472,10/06/2020,Masks matter. They save lives.,36855,1169,3642,268953
3498,JoeBiden,1313265210921230336,10/05/2020,"I’m about to take the stage for tonight’s Town Hall in Miami, Florida. Tune in to @NBC now to watch live. https://t.co/iFo4jTtF2d",3177,285,1162,17898
